target_id,cluster_id,seq_len,bank,candidate_index,setting,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
8QEQ_R,8QEQ_R,30,J-controlled,0,Geometry-selected,0,0.13711,0.13283,30.981941508364844,0.4074642255892256,0.37606837606837606,117,8.455801202701876,15.336640055463612,0.03333333333333333,3.3668520924444665,21.31024255814943,0.03571428571428571,1.2896108437758547,0.43451427755544436,0.06666666666666667
8QEQ_R,8QEQ_R,30,J-controlled,1,Geometry-selected,0,0.25769,0.26706,16.400015664624956,0.3989718614718615,0.3782051282051282,117,6.230814072399428,10.826784138986014,0.0,0.9792617576962954,0.7347959023658106,0.10714285714285714,0.5675406835990925,0.6852384226570712,0.5333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,2,Geometry-selected,0,0.24932,0.24772,29.832369536583464,0.37333664021164026,0.3696581196581197,117,17.51258952628123,23.568327466576157,0.06666666666666667,3.610983596671638,18.902311390498756,0.07142857142857142,1.4286729667661746,0.5954799303627503,0.13333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,3,Geometry-selected,0,0.2103,0.21196,17.70944476756953,0.42013828763828764,0.41452991452991456,117,8.367327939977043,13.009633614711017,0.1,1.8373108521802406,2.943038425726254,0.14285714285714285,1.1786459091522035,0.6580832166645426,0.3333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,4,Geometry-selected,0,0.21953,0.2241,14.5013487908895,0.4360019841269842,0.405982905982906,117,7.533838518680349,9.836043841489778,0.03333333333333333,1.9615373837802417,6.5859009410823255,0.07142857142857142,0.9722421538132232,0.5985170360505694,0.2
8QEQ_R,8QEQ_R,30,Thesis-3T+2D,0,Geometry-selected,0,0.2617,0.27043,16.81515285300159,0.4070968614718614,0.38461538461538464,117,6.204511169730074,10.955327245788876,0.0,0.9819410439636004,0.053942637507244484,0.07142857142857142,0.4290341493754627,0.7421727510970361,0.4666666666666667
8QEQ_R,8QEQ_R,30,Thesis-3T+2D,1,Geometry-selected,0,0.07849,0.07548,21.362905890195062,0.24822300384800386,0.21153846153846154,117,7.467203509370563,11.750674950313122,0.36666666666666664,1.591870409114089,13.012581154024662,0.0,0.7016535582530883,0.8543855650741546,0.13333333333333333
8QEQ_R,8QEQ_R,30,Thesis-3T+2D,2,Geometry-selected,0,0.06928,0.07619,21.755550948213422,0.23644841269841269,0.20726495726495728,117,7.398416999565745,11.485523744615023,0.3,1.732021655358295,13.258497918037097,0.0,0.8998490385315938,0.9310060489556397,0.26666666666666666
8QEQ_R,8QEQ_R,30,Thesis-3T+2D,3,Geometry-selected,0,0.23709,0.23684,16.65513626597744,0.48133537758537764,0.44871794871794873,117,6.21037259574883,10.544222627717698,0.0,0.7215091341436538,3.2531651268789226,0.10714285714285714,0.41495821187952464,0.49108531148840723,0.6666666666666666
8QEQ_R,8QEQ_R,30,Thesis-3T+2D,4,Geometry-selected,0,0.21187,0.21454,16.569690031324914,0.4514868927368927,0.42094017094017094,117,5.9095394003201305,10.417415971541526,0.0,0.6907079359285536,3.2239906040358584,0.03571428571428571,0.42153827072420225,0.4289762950440472,0.6666666666666666
8T2Y_tA,8XU8_s,76,J-controlled,0,Geometry-selected,0,0.60745,0.60753,4.877524187442824,0.8445195402144986,0.845108695652174,460,1.202398595053301,1.5228556234665946,0.013157894736842105,0.7364460250708422,0.1767251357670574,0.06756756756756757,0.6253288511629087,0.7443723068076802,0.6578947368421053
8T2Y_tA,8XU8_s,76,J-controlled,1,Geometry-selected,0,0.86466,0.86554,1.3048921676469074,0.8686909668997448,0.8652173913043478,460,0.8002220158091126,0.9556862338990096,0.013157894736842105,0.7655946879643735,0.6086813745307538,0.06756756756756757,0.6163836734809028,0.727442007876875,0.7105263157894737
8T2Y_tA,8XU8_s,76,J-controlled,2,Geometry-selected,0,0.62265,0.62361,3.7636011714422253,0.8156222881869474,0.825,460,1.1929753356484114,1.537978906561876,0.0,0.8192103941297705,0.06049563833533966,0.08108108108108109,0.6295377062302567,0.6987815155640603,0.6578947368421053
